Hotelname,Review,Reviewed By,Date,Rating
Yashwee International,"As most of the better hotels in Jamshedpur were over booked, I booked this hotel on-line, purely going by its name. An officer from Tata Steel, Jamshedpur, who came to drop me at the hotel, had a tough time locating the hotel. I stayed here from 20-23 Nov.
PROS - Fairly large rooms, free wi-fi, complimentary breakfast, passable toiletries; a good touch was a sachet of Almond Drop hair oil.The Hotel has a bar attached; room service is good; food is good and tastefully prepared; breakfast is OK.
CONS - Located in the midst of a bustling market and not very pleasant surroundings; only conveyance from / to the hotel is by share autos (an experience, less said the better); Hotel arranges taxis but are very expensive; Air conditioner was so noisy that it disturbs your sleep. It was more of noise and less of comfortable temperature;",cherry41,24-Nov-17,3
Yashwee International,This is one of the best hotel in Sakchi in Jamshedpur in TATA nagar. The restaurant services were wonderful with plenty of veg & non veg Indian food. The hotel is clean and hospitality of the staff is the most admirable thing.,Rasika K,15-Feb-16,4
Yashwee International,I have visited this place on number of occasion.The ambience will be loved by any sports lover or music lover. The forte for this place is the variety in the items served in this restaurant cum bar. The starters are very delicious. You may try everything on the menu by visiting more than once and I think none of the times you will be disappointed.,Debdatta05,16-Nov-16,4
Yashwee International,"So Vaping is not allowed in the smoking zone. Something that is scientifically 95 % less injurious than smokes. Instead of arguing without fact I would appreciate management to understand what vaping is. We do not vape indoors but outdoors in smoking zone. If one can smoke in smoking zone why not vape?

Vape is vapor and not smoke. It doesn't stink. There is no Passive vaping. The person next to you is not getting killed by vape. Management should take ownership and responsibility of its customers. Apart from food and drinks please understand that we need customer service also. Nice ambiance good food will not be considered good if you cant get good customer service. Please read about vaping. Like smokers there are customers who vape.. Because not everyone knows it I can only suggest you to read a little more allowed it. Please do not turn down the vapers. Smoking Cessation can save many lives. Say no to Smoker not to Vaper.

Kudos to the management for fulfilling a dying person's (smoker's) wish. The manager was arguing instead of understanding. You need to learn to listen",Satyam S,24-Oct-16,1
Yashwee International,"Had stayed at the Yashwee International Hotel for a short business trip. The location is hard to find as it is off the main road. The deluxe room is adequate, comfortable bed and clean linen. There were no issues with the rooms as such. They provide free Wi-fi which is adequate for normal mails and attachments. 
The complimentary breakfast has a limited spread, though the taste is good. They also have a decent sports bar called 60 ml where you can play a round of pool and chill out after hours!
Would certainly visit again.",Kalyan_Roy,29-Jun-16,4
Hotel Balajee,I was looking for few hours stay as had train to catch late in evening so came across this hotel with better ratings on MMT. But I was bit disappointed with type of room they provided with amount I had spent. A couple of hundred extra bucks could have got me better A/c room else where. Although they did have good rooms but as per hotel they were not in segment I had booked. We were there just for few hours for rest so didnt bothered much,Vick S,5-Apr-18,3
Hotel Balajee,One of my favourite restaurant I have ever had.... For south Indian food... Tbe quality of each food item above all list.. Its chutney and shamber are the things that give the best add on to the dishes.... Yuuummmm....!!!! MUST VISIT ONCE,Karan M,22-Feb-17,4
Hira Lodge,In the center market in Jamshedpur. It's very lower price rate. The only way of getting relax in low price. So I recommend to use this lodge. It is neraest from railway station and bus stand of jamshedpur.,Kajal K,27-Jan-17,5
AB Palace,The state of the rooms when I checked in was really terrible and when I asked the management to clean it up they gave lame excuses like the housekeeping team is not at work now etc. Not worth the amount.,zacharias rohit... J,1-Nov-17,1
AB Palace,"This is a nice hotel with low budget, you can choose when you travel by train since this hotel is in walkable distance. Food taste is very good and the service people are very courteous. My single day experience is very nice",A TripAdvisor Member,1-Nov-17,3
AB Palace,"This is a new hotel near Jamshedpur Railway Station, rooms are well furnished. Bathroom was clean and good. Lift was shut most of the time due to frequent electricity outage but the hotel cant do anything about it. The staff are good and the restaurant is affordable",sudipnandy,8-May-17,4
Hotel Sagar,"Stayed, room no 208 which is on 1st floor. Allotment of room no is wrong. Tap was leaking, empty 2 boxes dental kit was kept. Window Ac remote was not working neither manual. No body wish us at the time of arrival. Room was booked by goabibo by Mr. Saif Ahmed. As we are two my ID was not taken after reminding her. She did not offer the choice of room. 208 did not have any sun light. I was looking for duty manager but I couldn't find.",Anand M,16-Nov-17,1
Hotel Sagar,The hotel is located on main road sakchi circle. The rooms are spacious and comfortable. The bar is located on basement and very good including the ambience. The rates are reasonable considering the quality and quantity of the food given along with drinks. The behavior of the staff including manager was very curtious.,vsyadav65,31-May-17,4
Hotel Sagar,"We had to stay for 3 nights and assumed that the hotel should provide basic facilities. The staff is quite arrogant and in co-operative. They have a set pattern and would not listen to any of your request, I.e., we requested for alloy(potato) + onion curd but since the option was not available in their menu, they could not alter it. Like this many other things were there. The room cleaning in particular was quite pathetic. Despite room cleaning, most walls had lint over it and requesting them repeatedly didn't help much.
Overall the experience was quite poor but since we had to leave early in the morning & come back late we adjusted according to them. 
Will not suggest this hotel for this kind of price",schumyy,5-Mar-17,3
Hotel Sagar,"Very Old property only outer is good rooms are not clean and old interior . Wash room is not comfortable , If you see the out side and build your expectation then you will disappoint , Complimentary break fat is bread toast and on count basis you can not have more than two as complimentary",bibek113,26-Feb-17,2
Hotel Sagar,"its good for short stay, food is best and economical also. hotel as for rate is concern is good, plus if u book directly through them they have 24 hours check out time. although bathroom is bit messy as they din't have ventilation so it stinks very bad.. rest is fine , we stayed in super deluxe , breakfast menu is limited but taste is fine.",DRpushkar,11-Sep-16,3
Pod N Beyond Smart Hotel,"I had the chance to stay in this very small and cute hotel in Jamshedpur.

It is extremely well maintained. The entire team, right from the owner is extremely caring and courteous. They will go out of their way to ensure you feel at home.

Even before I reached Jamshedpur, they enquired what I would like to eat and kept it ready for me when I arrived. 

Had amazing conversations with them. You will never get bored, even if you are a solo traveller. Lots to learn from them.

They are expanding and hopefully they will be in a lot more cities soon.",chacks007,12-Aug-17,5
Pod N Beyond Smart Hotel,"Hi friends
I hope every one is doing well ,this is me a farmer who travells for his work all around the country for work and i am making this statement while going through my credit card statement all over the year as my card company called me sir u have travlled 234 days last financial year so we are upgrading your card to buiseness traveller so that u may enjoy the additionl perks.
I was just going through booking.com when i encounterd POD N BEYOND property for 1099 so i thought it deserve a visit.
The moment i have enterd this very nicely loacated property near sakchi Gurudwara .i have climb the stairs of fortune seriously my jaws dropped after encountring the front desk .i have never encounterd this kind of property in JAMSHEDPUR from last 2 years of travel.
So i decided to go ahead and book the room for one night stay.( finger crossed) .
The moment i have enterd the room it was a small and cozy room with a queen size bed and a mini fridge. Every thing what ever one needs in buisness travell.
So before wasting time i enterd washroom took shower. Coming out i herd a gental knock i have adrresed . So a very humble guy from the administration standing with a complimentry TEA. And asking about if i need any thing as the moment one gets into the property they add you in a guest group on whats ap .so that every thing and need should be adressed.
He gentally asked if i am planing for dinner.
I just shooked my head and as promised dinner was promising and tasty. 
I intend to stay for 1 night but ended up staying for 7 days. 
If you are a serious traveller and on buisness .guys do not even look for any other option this property will efficiently sort all your needs. SLEEP QUALITY IS PHENOMENAL.",amratansh,21-Apr-17,5
Pod N Beyond Smart Hotel,"Me along with some of my friends were supposed to stay in Jamshedpur for couple of days and wondering where to stay! That's when my friend who knew the city suggested with Pod N Beyond. We were bit skeptical with this new concept but we said lets give it a try and I am happy that we tried it! Right from arranging transportation from Ranchi to Jamshedpur with arranging the food it was all awesome!

On the first day we had requested for a normal food as we were tired and trust me even though it was just Dal Chawal but was amazing. Ramesh the manager ensured that we got our tea and other things done as and when required. The pods are extremely comfortable and have enough space to keep your luggage and other important documents.

I would recommend this place to all those who would need an excellent place to stay when traveling for business and doesn't burn your pocket. And for those traveling with family can book private pods depending on the number of people traveling.

I wish we start replicating this in other cities!!",Vinay D,11-Apr-17,5
Pod N Beyond Smart Hotel,"Amazing hospitality and pocket friendly. Everything is perfect with the hotel.
FACADE: building is situate opposite Hyundai showroom. Entry looks cool. Door leading to the reception looks more like European in style.
ROOM: rooms are clean, tidyand well maintained. Stayed in Queen pod. Which has a queen size bed, TV with satellite connection, mini bar, and other necessary furniture. Washroom is clean and tidy.
FOOD: food is prepared by with advance order. Taste is amazing and homely.
HOSTITALITY: hospitality is awesome.
TARIFF:super reasonable and pocket friendly.",Khan T,14-Feb-17,5
Pod N Beyond Smart Hotel,"Located diagonally opposite to the Hyundai showroom on the Sakchi road, Pod & Beyond is a small pod concept hotel in Jamshedpur.
This was my first trip to the city and travelling on a budget, this was my choice after going through a lot of hotels (and their reviews) online. I stayed for three nights in the Queen Pod which is a single occupancy room with an en-suite bathroom. The check in and check out was super smooth. Here goes the review ?

Room ? The room is smaller than regular hotel rooms but since it?s a pod themed hotel, so I guess it was justified. Everything was very clean and looked and smelled nice. There?s a split AC which I didn?t need all through my stay. The lighting in the room is alright. Two comfy pillows with spotless linen over a queen size bed with a standard ten-inch mattress, ensured great sleep quality. Ample number of power sockets and light switches within reachable distance (without getting up from the bed), was very thoughtful. There is a reading light too on the bed side. There?s an LCD TV on the wooden partition facing the bed with Airtel DTH connection which played most of the channels I liked. Right below it, is a small yet very convenient table for keeping your day to day things (wallet, glasses etc).
The area on the other side of the partition is like a small dressing room cum study. It has a small table with a chair and an ottoman. Along with that, a mini fridge and a dresser and a spacious wooden wardrobe with some cloth hangers. A bottle of water and emergency light is kept on the table. However, I never experienced a power cut during my stay. There's free Wi-fi too and the coverage and speed were pretty good.

Bathroom - Right after this, we have the bathroom. It?s a decent sized bathroom and I found it perfectly clean and hygienic. There?s a well-functioning geyser too and the bath fittings are shiny new. The amenities included a pair of slippers, a hand wash liquid soap and big bottles of shampoo and body wash from good brands.
Service ? The service was nothing short of pleasant. Right from the front desk to the people serving breakfasts and dinners, everyone was very friendly and always had a smile. It?s a budget hotel and so the staff is limited, but I never found any delay in any of the services (mostly food). All meals are served in a small cute dining area which has an attached kitchen. Makes you feel like you are eating at home. Even the taste of the food is so homely. Simple yet delicious. Every morning I used to get a wake-up knock on the door by the ever so friendly Mr. Rakesh, asking me what I?d like to have for breakfast. In the evenings, Miss Rajni would give me a call on my phone asking me if I?d like to have dinner at the hotel and what would be my food choices. And by the time I got back to my room, the dinner was always ready ? piping hot and yummy.

All these little things add up to make this sweet little hotel a great place to stay. It's well under the budget and has all the amenities of a good hotel. There's no fancy food which in my opinion and for a change, was a good thing. The food is simple and comforting. And just to add a bit more about it, nothing in their small but good enough menu is overpriced. If you are travelling to the city and looking for a great budget hotel, stay here. The Queen Pod is the best of the rooms they offer. Others are mostly small yet comfortable pods which are bunk beds with a little privacy and all the amenities.
It's simple, minimalistic and homely. I'd stay here again on my next trip.",amitsrv,2-Feb-17,5
Hotel Grand,I want to tell you about HOTEL GRAND. This hotel rooms are to fake because I stayed here in last weekend. They have only a Good Room & another are too bed. Please do not book this hotel by any web side.,sandeeppaswan8,11-Nov-16,1
Hotel Grand,"I stayed here on 16th July 2016 for one night, booked through cleartrip.com NON-AC room. Room was terribly unhygienic and dirty. Full of damaged furniture. Better to stay at railway waiting room instead of booking such a nasty place.",samanta_sabya,19-Jul-16,1
Hotel Grand,The hotel do not have a good infrastructure. However We have booked the best room of the hotel. Still quality wise the room and services can be said as average. Staff are co-operative. the hight of the room are too short.,ranajit602,15-Mar-16,3
Hotel Grand,"I booked a double A/C room in this hotel via Clear Trip for 2 guests. When I reached there, they gave me a single room, which was smaller than the size of a bathroom I think. After that, when I argued they put up another cot like thing in the room with a very small blanket kind of thing as mattress. They said this is what is in Standard Room. When I asked to change the room they charged me extra 280 bucks to move me to a room with a double bed. I called up Clear Trip & even they did not help in this.

So, a word of advise please do not book this hotel ever",SourabhRanchi,30-Oct-15,1
Hotel Grand,"I had mailed my inability to occupy the rooms offered by Grand hotel because of the pathetic condition of their room. I instead gone to Hotel Darshan Jamshedpur (if you like you may verify this fact at that hotel).I had to carry all our luggage again and search for another place.I believe that you as well as me ( through you) was cheated by this hotel people. I had contacted your mumbai customer care number over phone and told them about it at about 10.30 on the check in day (29.7.2014). But a lady from customer care told you not cannot cancel the booking.perhaps you have a condition that ""AC delux room with complimentary breakfast"" cannot be cancelled. I agree ! but it shall be an AC Delux and not a substandard one. I ask you to make a verification of the condition of the room if you have any doubt. I hope you clear trip will arrange refund of my money and keep your goodwill.",Saseendran C,6-Aug-14,1
Hotel Ashirwad,"Hotel price is in budget which as I think is good. The location of hotel is also which is situated in center of city, Sakchi near of market. Jubilee park and staff so good .food very nice and tasty food .room is clean and well maintained.",Vivek K,1-Jun-17,5
The Citi Inn Hotel,Well established and also maintained good Hospitality in city of JAMSHEDPUR. Serviced Mouth watering food and beverages. Maintenance of lawns and gardens very nice. Rooms are equipped with good amenities. It's a very best and beautiful place for your lavish lifestyle parties. Little bit expensive but service is up to your valued dignity.,NAGESHGOKLEY,5-Jan-18,4
The Citi Inn Hotel,What a way to delight a guest. Good rooms...great view. ...excellent staffs...best part...The general manager is always around and taking every minute details from the guest. A farm house is also there to cater the needs of the traveller. Keep it up,sona1923,24-Mar-17,5
The Citi Inn Hotel,For the ones seeking all over full fun weekend in jamshedpur should visit this hotel as it has the best swimming pool in the town and the food is also great specially the chilli chana and babycorn. it is the best destination for weddings and parties out of the town in quite atmosphere surrounded by mountains,ritik a,21-Sep-16,5
The Citi Inn Hotel,Stayed here for attending a marriage ceremony. The food inside the hotel is highly expensive which is completely not worth it at all. Cleanliness is an issue. The Bathroom was never very clean and hygienic,ruchita_chopra,17-Feb-16,3
Dada's Villa Residency,Very comfortable stay....hotel staff good...big double room...just dat the food could have been better otherwise no issue. Amidst heart of the city...well connected...if got a chance to go to Tatanagar would surely stay in Dada's Villa Residency..,Joyeeta D,24-Jan-18,5
Dada's Villa Residency,"Just opposite to Welcomeinn where I added my review before.Walk-able distance from Delhi darbar one of my favorite restaurant.There are many ATMs near by.You'll find no difficulty to find one of urs bank.Coming to the hotel.The ambiance is delightful.The interiors of the hotel as well as the rooms are really excellent.Food is ok ok they have ter own restaurant named ""AAHAR"".The staffs were vry nice.We get a really good room,but we got room near the reception.That annoys me a lot actually.Could've been bttr stay if dffrnt rooms were available.We had booked this hotel through OYO.Thanks.Enjoy ur stay",P Niharika M,21-Nov-17,4
The Alcor Hotel,"Hotel is centrally located right adjacent to Hotel Ramada. Hotel is built with new modern outlook and design. 

Check in was smooth. As such lobby and rooms are spacious and rooms are equipped with all modern eminities required for a business travellers. Rooms were clean.

The concern. Bathroom had a patchwork on roof which was open from corners /sides. It was right above shower location. See pic attached. Hotel staff could not explain reason for this neither helped to change room as they conveyed hotel is fully booked due to marriages. In this world of modern gadgets it was a security risk as some mischievous person may put some camera at that location and hotel management may not be aware. Hence it is not appreciated on part of hotel to not attend this issue seriously. Family visitors need to be cautious 

Food was good. Breakfast had a good spread. In house bar was also good.",vatsalvardhan,17-Feb-18,3
The Alcor Hotel,"Alcor is one of the best places to stay in Jamshedpur. You can not equate it with other 4 Star or 5 Star hotel in large cities but if you look it from the point of Jamshedpur, I would rate it a much better place to stay in Jamshedpur. The staff is quite courteous and you can feel difference as compared to other hotels in the city. The service standards are at par with 4 star hotels in big towns. The irony is not many people stay in the hotel.. Costly as compared to other hotels. Perhaps, people think they will get everything for free in Jamshepur :)
Really enjoyed the hospitality staying here.",vmohanv,16-Feb-18,4
The Alcor Hotel,"Although it s not a 5 start hotel, for all practical purposes it can rival any property in Taj or similar groups. beautifully located off Bistupur, the main market area, the rooms are big and well designed. Amenities are top-class. Restaurants are top notch. Service is fantastic",Jyotirmoy D,6-Feb-18,5
The Alcor Hotel,"I have visited The Alcor a couple of times now. The rooms, ambience, service and amenities are absolutely fabulous. But I must comment on the food, which is truly superb. 

I have eaten at 5-Star hotel chains like the Taj and JW Marriott and I can honestly say that some of the food I've eaten at the Alcor is far better. 

All the cuisines served are authentic and of the highest quality. 

Keep up the fantastic job, I hope to visit again soon.",Nikhil M,10-Dec-17,5
The Alcor Hotel,"Checked into a suite in Alcor...was pleasantly surprised by the size and cleanliness of the room and very large bathroom. Good large LED TVs although it took some servicing to getting them to work properly, but the staff was helpful. Good beds. Split AC in the living room kept dripping water and for the cost and positioning of this hotel they should have had central AC. The breakfast was OK. Overall a good experience specially considering that the other hotels in the city are mostly dated.",dillliwala,7-Dec-17,4
The Alcor Hotel,"This is my first time staying in Alcor hotel it is four star with five star flavor very nice room furniture with fantastic parquet floor but am not sure it is in all room and fast services
I like the design fantastic",fatih a,10-Oct-17,4
The Alcor Hotel,"I went for a wedding earlier this month and stayed at this fantastic place. Located conveniently. The rooms were big and clean. Since it was a wedding party, we ordered food and drinks at all sorts of hours. The staff was friendly and always willing to serve. Food was excellent. The butter chicken ordered at 3am was mouth-watering. Lovely place to stay!",Mishika S,25-Sep-17,5
The Alcor Hotel,"This is a four star rated hotel and it absolutely lives up to it's name with the chic decor and mouth watering cuisine. The thai and vietnamese food are a must try for anyone who loves surprising their pallette. Rooms are big and spacious and as I attended a wedding here and a lot of the guests were staying at this hotel, they were very accommodating and the service was great!",Shrad S,14-Sep-17,5
The Alcor Hotel,"Very chic; display of pastry & gelati in the lobby alone was enough to cheer me up, right there! A pleasant casual restaurant with nice breakfast buffet just beyond.

But not cordial or attentive; nor lovable overall. On the 5th floor, we endured too much disco noise pollution from the mezzanine bar, as well as from an adjacent hotel.

Lovely suite room and comfy (hard) bed, though!",LearnedHand,8-Aug-17,4
The Alcor Hotel,"Stayed at Alcor for 2 months for a project. Good place to stay with big rooms, great housekeeping and in-room dining service. Hotel restaurants are also quite good with decent Indian, Oriental, Chinese and Italian options. Staff was really courteous and responsive to the needs.

Issues were with water on 6th and 7th floor where the shower only gives you extremely hot or extremely cold water with low water pressure. Wi-fi is really bad especially after they have installed the new system of login. Also network connectivity in room can be really bad.",SerendipityIndia,7-Aug-17,3
Ramada Jamshedpur,"Stayed at Ramada for a few days, decent hotel, friendly staff, food was good too, smoking rooms are available. 
Things to watch out for - air conditioning can be on the colder side. 
Most irritating was this looouuudd music coming from the 2nd floor, reverberating through the room where the fittings started shaking, extremely vexing. This happened on Saturday night till 12.30 and started up on Sunday at around 2, at the time of writing tia review (4.30) it was still going on.",Ashish S,1-Apr-18,3
Ramada Jamshedpur,"Really enjoyed my one night stay at this property, the second time in a year. It is probably the best accommodation in this city. The rooms are very comfortable, ambience clean and the housekeeping very good.The FO manned, amongst others, by Narender and Manmohan was quietly efficient in their duties and in arranging transport.
But the Bar could do with a little bit of re-stocking.
Would recommend this hotel to any business traveller visiting this city",murali51,31-Mar-18,4
Ramada Jamshedpur,Ramada Jamshedpur Bistupur is very well centrally located in the City. The property is new & very well maintained. Rooms are quite spacious with King bed in it. The Hotel staff is also friendly & easily approachable.,AnuragKumarGoel,30-Mar-18,5
Ramada Jamshedpur,"Good Location, Good Decor, Good Food, Good Service. The hotel is comparatively a new one in Jamshedpur. Staffs are courteous. Overall experience is good?",AllisMaya,27-Mar-18,4
Ramada Jamshedpur,We were on a business trip with European guests. The hotel is well maintained and managed. The staff is courteous and extremely helpful. Had a very happy stay! It is well located and accessible to major customers in the city within minutes. Many restaurants are also available in the area if you want to try different places!,Anand153,27-Mar-18,5
Ramada Jamshedpur,"superb place to stay. I am very glad to visit here again and again. Best food, best service. Staffs are very courteous. Will love to visit again . Best part of this hotel is Wyndham reward which gives you point for every stay.",Anil K,27-Mar-18,5
Ramada Jamshedpur,Its all staff and their approach which makes things different. I found the same for this hotel. Staff is helpful and ready to help always. I stayed for 3 nights and I had comfortable stay. they serve good continental food and Chinese food is also very good.,sanjeeiv,27-Mar-18,5
Ramada Jamshedpur,I had very comfortable stay there at Ramada. Hotel room was spacious and beds was comfortable. Wi-Fi was fast and speed was good as I had to attend some online concall for my other site and it went off well and smoothly. Buffet spread was decent and food was delicious. Hotel staff is good and smiling. recommend this hotel for business traveller.,A TripAdvisor Member,13-Mar-18,5
Ramada Jamshedpur,I had very comfortable stay there at Ramada. Hotel room was spacious and beds was comfortable. Wi-Fi was fast and speed was good as I had to attend some online concall for my other site and it went off well and smoothly. Buffet spread was decent and food was delicious. Hotel staff is good and smiling. recommend this hotel for business traveller.,Afeej,3-Mar-18,4
Ramada Jamshedpur, I found this hotel to be the best hotel in Jamshedpur city. Checkin was fast and front office staff was courteous. Rooms were spacious and Buffet breakfast and dinner spread was good. I liked their mutton briyani a lot.,Depak G,3-Mar-18,5
Ramada Jamshedpur,Yesterday I have a business dinner in this hotel . This is one of thegood category hotel in Jamshedpur . Located in side the city only . But spreads are not much as we expected . But tasty food . Liquor also served on the table,Lalumanji,3-Mar-18,4
Ramada Jamshedpur,Thanks a lot to Vishal and team to make my stay so wonderful.food was awesome and service was great.will love to come back to this peoperty.not expected such a service in jsr.Special thanks to Malay in front office,mak p,26-Feb-18,5
Ramada Jamshedpur,"Excellent property in the middle of a busy area in Jamshedpur. The room was very very comfortable, particularly the bed. Was well stocked with amenities to make tea/coffee and the room service staff was also very responsive and quick. The breakfast buffet was to die for!!Even the staff at restaurants were well behaved and smiling..... Excellent variety and taste. Overall I highly recommend this property to everyone",Divyasree N,26-Feb-18,5
Ramada Jamshedpur,The hospitality shown by the support staff & managers was commendable. Highly recommended to all people of Jamshedpur & nearby area. The amenities are really good & tidy. The food quality was appreciated by ever guest. The overall experience was AWESOME,Ishaan M,26-Feb-18,5
Ramada Jamshedpur,Very nice hotel. Marriage was a grand success. Hotel staff did a great job. Staff is very co-operative. Great food. Centrally located. Every guests of us was very happy with the hospitality provided to them,Anil B,26-Feb-18,5
Ramada Jamshedpur,"It was a short buisness trip .Got a great experience of my stay at Ramada ..Specially front office staff are well trained want to Thanks Manmohan in front office who helped me in entire stay .
The food taste good I had a buffet dinner in the jampot restaurant",Rajveer93,25-Feb-18,5
Ramada Jamshedpur,Visited Hotel on business trip.. A warm welcome by Visual and his team.Buffet breakfast was good with full spread. A very knowledgeable Service staff.. A well cultured housekeeping staff. Overall a nice experience in the hotel,rohanbagal,25-Feb-18,5
Ramada Jamshedpur,"The best hotel in in Jamshedpur, very nice property and, the room is equipped with all the amenities for a good stay. Room is spacious enough and the bathroom is also practical and nice. The only issue i had was with the pillows , the pillows were just not right very high and stiff pillows even the replacement pillow was not so comfy. The service is really good with courteous and helpful staff. The dining area is pretty nice with a good breakfast. Would like to appreciate Nikhil the hotel manager for his very helpful nature 
Overall a good stay !!",zahid a,10-Feb-18,4
Ramada Jamshedpur,"Purchased two couple passes for their new year party and it was nothing less than sheer loot. For 6.5 grands a couple, it was quite an exorbitant package and we purchased it assuming it got to be good. However, it was a sheer let down on all counts:
1. We had spoken to the hotel staff before booking and they had mentioned that the new year program involved a Dance troupe and belly dancing by Russian dancers. However, what was finally presented was two foreign dancers on a poorly-designed stage doing some random moves that for sure could not be defined as a ?performance?
2. The arrangement was done in one of their halls (no rooftops or outdoors), stage height was so low that it was impossible for people sitting or standing behind to figure out what was happening on the stage
3. Food was pathetic-bland and tasteless, with only 2 veg and 2 non veg items. Starters were okay though.
4. Drinks on offer at price of the event were below par-if we are paying 6.5 grands, black dog and signature are definitely not worth it-organisers could have gone for a brand of higher standard for sure 
5. This was most shocking-the owner of the property walked in with his entourage and some people in his group started smoking in the family seating area-there was another room for smokers but it seems the owner and his group had no consideration whatsoever for other people in the room
The only saving grace was the DJ who played some foot tapping numbers in general.
All in all, it was a waste of our new year experience, will strongly recommend not to book an event at this property.",VivDelhi,1-Feb-18,1
The Kannelite,I was visiting this Hotel more than a year.Really pleasant and clean rooms.All the staff are incredibly helpful and generous with their time&advice.Responses from your front office team is highly prompt and supportive I would like to appreciate Lead of your front office team Ms. Arunima Bose for her Customer/Client centric approach and her dedication towards Hospitality.Rooms &Room service was good. Food was tasty .I recommend this hotel to my colleagues &known friends...,Ulchi S,26-Mar-18,5
The Kannelite,"I just stay one night for first time my experience it is nice clean hotel with comfortable bed and big room it let me sleep relax nice night wake up listen nice bird sound 
The staff are so nice and fast
I don?t had break fast yet",faith a,7-Feb-18,4
The Kannelite,This place is near to Tata steel plant. good for business purpose. But the rooms are missing the study table for doing official work in the evenings. rooms are spacious. But food in the restaurant (breakfast) is not at all good,PriyaMohan72,3-Oct-17,3
The Kannelite,"Warm people and responsive., good location . Nice and comfortable bed with a decent linen quality . Food taste can be better. All in all a good value for money.

Approach road to the hotel is also good with out any traffic rush with decent parking space.",Samit C,24-May-17,4
The Kannelite,"The restaurant is good in ambience but the service is very poor and slow. I had ordered Chicken Manchow and Chicken Hot n Sour soup . But I was served the same soup for both the orders. You can imagine the quality of food. I had organised an engagement party for one of my relatives last year . But at that time also the food quality was very poor as compared the the exorbitant charges of this hotel .

Hence it is totally your luck what you will get.",abhi_jsr,18-May-17,2
The Kannelite,"Its a very good hotel with all modern amenities... The service is wonderful. The food quality and cost is really an attraction. The cleanliness,staff behavior, welcoming of guests are really appreciable. I would rate them very high",Arindam G,1-Apr-17,5
The Kannelite,"It was nice stay in hotel Kannelite, was there for a day for shoot/work purpose in JSR, clean room, well behaved staff, front desk staff is very good & very professional. over all experience is very good",MukeshSingh_RPF,27-Mar-17,5
The Kannelite,"
The hotel is well decorated and very neatly maintained. This is very new hotel at Jamshedpur. Hotel is situated very near to the market place. The rooms are very clean and comfortable. Food is very good in taste. They have a rooftop restaurant also. Services and behaviour of staffs are very good. The bad is you will get a key card for your room. They can access your room for their routine room service purpose like cleaning your room, changing towels etc in your absence also.",Mayukh C,21-Mar-17,4
Fortune Park Centre Point,Fortune Park Centre Point is well located in Jamshedpur. The best thing about it is its meals which are the best in whole of Jamshedpur. Worth staying there with your family & friends.Don't forget to thank the CHEF for the food.,AnuragKumarGoel,29-Mar-18,5
Fortune Park Centre Point,"Best hygiene standards, courteous staff, amazing hospitality, great food. Strongly recommend this hotel for any one who visit Jamshedpur city.I have stayed here for around 20 days and the entire hotel is run by professional managers with the best team head. This was very evident from the memorable stay, My special thanks to Mr. Anindya Das GM of the hotel and Mr. Zubair too. I had. Looking forward to come back here for yet another joyful experience. Keep it up.Strongly recommend this hotel for any one who visit this steel City. The team - front office, food and beverage, zodiac restaurant team, little Italy roof top restaurant team, house keeping team were all very good, cooperative. Cheers team fortune center point.",azadnaveed88,18-Feb-18,5
Fortune Park Centre Point,"Stayed at the hotel for 2 days, its just average with very basic amenities. i just wished the bed could have been a bit more comfortable . The service is good , the complimentary breakfast is kinda ok with a narrowed down menu. Tthe location of the hotel is good with everything around.",Zahid A,11-Feb-18,3
Fortune Park Centre Point,"I Stayed for 2 days, 1 night- 1st to 2nd February when traveling to XLRI Jamshedpur.
My colleague and I were offered a welcome drink on arrival- Strawberry milkshake.
Checkin was smooth. We checked in at around 12.30pm
At First I checked into the room 304. It was an Executive room, very spacious and roomy layout.
However I Wanted a bathtub hence requested the front desk for a new room.
Was given an Upgrade to Club room, 4th floor
403 however the room ac not working.
I was Shifted to 404. Spacious room with a huge lcd tv, desk, single seated sofa and mini fridge and kettle.
Bed is king size but mattress is really soft and springy, would have liked a firmer one.

Bathroom is really the best part of the room, it?s huge and had a shower enclosure and a bathtub
All essential toiletries- toothpaste and toothbrush, comb, body lotion, body wash, shampoo, bubble bath and soap are provided in the bathroom.

Cons-
**Towels were old and shabby (my colleague mentioned the same about her room too)
**Lunch buffet - around 540 including taxes was a let down.
Mustard fish , chicken stroganoff - 2 dishes in non veg 
Paneer, mixed veg and dal tadka in veg
Noodles, Rice and Rotis
One starter was served to us at the table- chicken tikka.
They also had a salad spread and 1 veg soup 
In desserts - strawberry and mango mousse, warm and delicious chocolate brownies, carrot cake 
Food was decent, nothing special.
Brownie was delicious 

Other details-
The Breakfast buffet is good.
They have a Live dosa and egg station
The rest of the breakfast comprised -Puri aloo peas subji , Idlis, Parathas, Upma, Boiled eggs and Chicken sausages.
In fruits they had - pineapple and papaya diced.
Juice and milk , Corn flakes, Tea and coffee ?? and Toast - white and brown bread 

They have a gym - fitness centre that is functional during fixed timings - 6am to 9am and 5pm to 8pm.

Restaurants-
Neptune is located in the ground floor of the property and little Italy on the rooftop.
Buffet Breakfast is served in Zodiac.

Overall a good stay.",oliviam1710,4-Feb-18,4
